Time,Speed,Acceleration,EngineRPM,FuelConsumption,Distance,TestID,VehicleType,ProfileType
0.0,0.0,2.909958422915488,800.0,49.68076640230922,0.0,sedan_highway,sedan,highway
0.10001666944490749,0.0,5.575940963719903,800.0,49.74649975369152,0.0,sedan_highway,sedan,highway
0.20003333888981498,5.237925161247878,6.648554409530917,800.0,50.0265838925906,0.1454979211457744,sedan_highway,sedan,highway
0.30005000833472245,10.036693734695826,4.924386595091052,874.4310661268361,50.06205769267552,0.4242949693317696,sedan_highway,sedan,highway
0.40006667777962995,11.96739793715565,5.717434807774143,1234.2392803090845,49.113187708213204,0.7567226898083155,sedan_highway,sedan,highway
0.5000833472245374,8.863895871163894,3.3259600317195153,928.8563691867204,43.197705413645245,1.0029420195628682,sedan_highway,sedan,highway
0.6001000166694449,10.291382653993455,2.444822579239352,974.3983524945793,32.18626611703547,1.2888137599515754,sedan_highway,sedan,highway
0.7001166861143524,11.224653218343006,3.739593293652167,1170.6675265199985,48.208681563283065,1.6006096826833256,sedan_highway,sedan,highway
0.8001333555592599,14.437374377326659,7.78987564308,1416.3474303534267,50.151179925220326,2.001647859831288,sedan_highway,sedan,highway
0.9001500250041674,18.69866586572955,5.826902992974049,1860.5195484481685,50.27492921055706,2.521055244990442,sedan_highway,sedan,highway
1.0001666944490748,22.885672028707894,5.5110284896212125,1303.1648889946946,49.45104057004684,3.156768356898995,sedan_highway,sedan,highway
1.1001833638939824,20.779808041346744,3.243286821269768,1094.6841981090438,42.11909216476774,3.7339852469364043,sedan_highway,sedan,highway
1.2002000333388898,21.14450449966119,2.9984317731310224,1262.1125313035852,38.83532530004296,4.321332594149215,sedan_highway,sedan,highway
1.3002167027837974,20.275290655612242,2.9529403899446387,1169.3255049127126,38.028942289768764,4.884535112360666,sedan_highway,sedan,highway
1.4002333722287048,24.09584305736539,3.9336690364165197,1412.0602048319724,49.75885227132155,5.553864086176372,sedan_highway,sedan,highway
1.5002500416736124,28.20096473060824,4.043804969570332,1638.0560566197582,49.87032923876273,6.337224217582156,sedan_highway,sedan,highway
1.6002667111185198,27.860412306896478,5.163111317575536,1458.654457625315,49.54556821410324,7.111124559440391,sedan_highway,sedan,highway
1.7002833805634272,28.423353444887784,2.3573075811013844,1578.8136181011432,31.009983348620427,7.900662155131719,sedan_highway,sedan,highway
1.8003000500083348,29.568891027248203,2.133763397184845,1632.4364499813132,28.928525646837308,8.722020239221946,sedan_highway,sedan,highway
1.9003167194532422,28.33899670334788,4.517177865141006,1511.8474345507993,49.77628843325934,9.50921459209272,sedan_highway,sedan,highway
2.0003333888981496,32.04173884554096,5.377915919774665,1817.2977611170036,49.45604806883532,10.399262893357747,sedan_highway,sedan,highway
2.100350058343057,35.99133246415029,5.163745675760336,1979.273904830985,50.39604077986583,11.399022128473034,sedan_highway,sedan,highway
2.200366727787965,38.10360210048218,5.4292172192928,2084.065399361268,49.08741893271915,12.457455520153093,sedan_highway,sedan,highway
