Time,Speed,Acceleration,EngineRPM,FuelConsumption,Distance,TestID,VehicleType,ProfileType
0.0,0.0,1.9290537646226844,800.0,50.093314634377975,0.0,sedan_highway,sedan,highway
0.10001666944490749,2.3412367371389586,3.8491925454648275,800.0,21.149699425591496,0.06503435380941552,sedan_highway,sedan,highway
0.20003333888981498,3.4722967763208317,3.1816721575623736,800.0,41.64258493547682,0.16148704204054976,sedan_highway,sedan,highway
0.30005000833472245,6.928546581836689,5.436623401659563,800.0,50.219122555397696,0.35394666931379115,sedan_highway,sedan,highway
0.40006667777962995,5.727009883612272,3.7111555125154307,800.0,46.92828751332664,0.5130302771919099,sedan_highway,sedan,highway
0.5000833472245374,9.785922122987214,3.5592695687346247,998.6384461930149,46.132273487480994,0.784861447274888,sedan_highway,sedan,highway
0.6001000166694449,9.021316659666734,4.833013885993205,865.6985942767268,49.795507927432155,1.0354535767100752,sedan_highway,sedan,highway
0.7001166861143524,9.878982000043155,4.5722128458706495,976.9196662815408,49.78327343191879,1.3098697433779407,sedan_highway,sedan,highway
0.8001333555592599,15.627971576624457,5.339101523551404,1515.771295231442,50.83652023787635,1.7439800649508423,sedan_highway,sedan,highway
0.9001500250041674,13.956993006179442,6.4573346092742145,1340.3490405368998,49.24497589480463,2.1316743151224937,sedan_highway,sedan,highway
1.0001666944490748,19.39630486537974,5.509279176059444,1909.9253442528452,51.210473018785464,2.670460561383042,sedan_highway,sedan,highway
1.1001833638939824,20.64451895636032,2.9154901902538963,1161.6569020333989,38.17973145451068,3.24391942128194,sedan_highway,sedan,highway
1.2002000333388898,19.795684516950153,7.035652199430061,1943.4173634745416,49.26485579225356,3.7937995467527776,sedan_highway,sedan,highway
1.3002167027837974,20.87585391908147,4.144286753094651,1136.7564674064552,49.69065799135627,4.373684377838374,sedan_highway,sedan,highway
1.4002333722287048,26.62116696515355,4.661659081720725,1505.349083056202,50.06054667025826,5.113161237981528,sedan_highway,sedan,highway
1.5002500416736124,26.856021020950113,5.184832059059991,1602.2178902522999,50.35982606059867,5.859161821896809,sedan_highway,sedan,highway
1.6002667111185198,29.035505303457622,5.64306405369646,1716.048132170363,49.770064896595635,6.6657036358817425,sedan_highway,sedan,highway
1.7002833805634272,29.128382223258136,0.9976252718824038,1697.8171972358725,14.29428406855079,7.4748253643055795,sedan_highway,sedan,highway
1.8003000500083348,31.0333692157351,2.1085329152593513,1715.8579071494282,28.5612312189681,8.336863398075998,sedan_highway,sedan,highway
1.9003167194532422,28.416892454541877,0.7822213466941577,1614.1557146002817,11.440496506420722,9.126221521813273,sedan_highway,sedan,highway
2.0003333888981496,30.651380268416943,3.8988540071997058,1652.633481062436,49.27774715936463,9.977648751491522,sedan_highway,sedan,highway
2.100350058343057,30.443503727507107,2.7328247604524845,1726.7365790503065,35.85875770621301,10.823301632811164,sedan_highway,sedan,highway
2.200366727787965,36.14631943621761,5.052670070147274,1994.4131512954766,50.44168340715756,11.827366061594986,sedan_highway,sedan,highway
2.3003833972328724,35.95245378454957,4.296073147463069,2025.773539900329,49.317826222395844,12.82604533338803,sedan_highway,sedan,highway
2.4004000666777796,37.51169858080697,4.907077106397779,2040.135811015834,50.319066553778676,13.868036960632669,sedan_highway,sedan,highway
2.5004167361226872,38.38431193385047,3.3464145316750376,2165.4345163493435,42.91659186264664,14.93426784768407,sedan_highway,sedan,highway
2.600433405567595,39.27624251902311,6.105523674910284,2210.560827687906,49.64525806744872,16.0252745843236,sedan_highway,sedan,highway
2.700450075012502,42.16986559323267,3.582493400634334,1763.3769956761844,46.040760629334855,17.196659739691174,sedan_highway,sedan,highway
2.8004667444574096,46.94239639938808,3.7205367818906154,2059.37095766507,48.152691872662125,18.50061519522973,sedan_highway,sedan,highway
2.9004834139023172,43.96018670194877,5.6060443986283275,1814.6657675344557,50.51935353173252,19.721731492506088,sedan_highway,sedan,highway
3.000500083347225,45.08127814125358,2.0472407628008824,1924.555613285078,27.546472322650423,20.973989218652022,sedan_highway,sedan,highway
3.100516752792132,49.3671224365541,3.855857103471504,2081.4523294561936,50.735759590538656,22.34529817522297,sedan_highway,sedan,highway
3.2005334222370396,45.85489896627426,4.129646549115218,1865.3389602730183,48.91155359728829,23.619045368730585,sedan_highway,sedan,highway
3.3005500916819472,53.882939185636786,4.590233208527426,2309.9018767829466,50.64957519905792,25.115793679442717,sedan_highway,sedan,highway
3.4005667611268544,51.39355049035616,3.1023585034413803,2129.440293339789,40.75094038160183,26.543392304174834,sedan_highway,sedan,highway
3.500583430571762,53.34369791660294,6.958713257437321,2297.9166890434226,48.94048957623979,28.025161690747137,sedan_highway,sedan,highway
3.6006001000166696,54.95136774274858,2.37087919938568,2351.8274972133713,31.333444308336514,29.551588572490154,sedan_highway,sedan,highway
